Day of Date,Reg,Segmen Produk,Revenue,Target
2/27/2024,Reg 6,Fund Distribution,,270571308
2/27/2024,Reg 6,Payment,130120741,113935796
2/27/2024,Reg 6,Remittance & Sharia,27746104,191523697
2/28/2024,Pospay,Fronting,362092,
2/28/2024,Pospay,Fund Distribution,0,35923683
2/28/2024,Pospay,Payment,132060627,0
2/28/2024,Pospay,Remittance & Sharia,28088078,0
2/28/2024,Reg 1,Bendapos & Meterai,158891886,82879728
2/28/2024,Reg 1,Fronting,26009818,108443464
2/28/2024,Reg 1,Fund Distribution,,140893272
2/28/2024,Reg 1,Payment,150209042,79433699
2/28/2024,Reg 1,Remittance & Sharia,20172841,27168542
2/28/2024,Reg 2,Bendapos & Meterai,334049316,126041342
2/28/2024,Reg 2,Fronting,15926000,37548713
2/28/2024,Reg 2,Fund Distribution,,63746975
2/28/2024,Reg 2,Payment,32811578,26879151
2/28/2024,Reg 2,Remittance & Sharia,43471167,33089962
2/28/2024,Reg 3,Bendapos & Meterai,88051780,43221251
2/28/2024,Reg 3,Fronting,15284044,52384292
2/28/2024,Reg 3,Fund Distribution,,92627126
2/28/2024,Reg 3,Payment,31243787,23555202
2/28/2024,Reg 3,Remittance & Sharia,89881613,57764049
2/28/2024,Reg 4,Bendapos & Meterai,150816940,56539456
2/28/2024,Reg 4,Fronting,16778967,53580228
2/28/2024,Reg 4,Fund Distribution,,85924934
2/28/2024,Reg 4,Payment,87446370,51740849
2/28/2024,Reg 4,Remittance & Sharia,21332277,20923418
2/28/2024,Reg 5,Bendapos & Meterai,143909376,84197203
2/28/2024,Reg 5,Fronting,31603488,85845676
2/28/2024,Reg 5,Fund Distribution,,153339463
2/28/2024,Reg 5,Payment,94689203,61071032
2/28/2024,Reg 5,Remittance & Sharia,40058412,98451799
2/28/2024,Reg 6,Bendapos & Meterai,147253442,68499422
2/28/2024,Reg 6,Fronting,33811410,92674203
2/28/2024,Reg 6,Fund Distribution,,180380842
2/28/2024,Reg 6,Payment,124928880,75957054
2/28/2024,Reg 6,Remittance & Sharia,24855677,127682441
2/29/2024,Pospay,Fronting,356296,
2/29/2024,Pospay,Fund Distribution,0,134527272
2/29/2024,Pospay,Payment,166198970,0
2/29/2024,Pospay,Remittance & Sharia,29778873,0
2/29/2024,Reg 1,Bendapos & Meterai,178650800,121985223
2/29/2024,Reg 1,Fronting,2616379450,79609839
2/29/2024,Reg 1,Fund Distribution,13346475301,103431680
2/29/2024,Reg 1,Payment,161520268,148487874
2/29/2024,Reg 1,Remittance & Sharia,21586870,29903348
2/29/2024,Reg 2,Bendapos & Meterai,265054486,191911733
2/29/2024,Reg 2,Fronting,678989938,27565029
2/29/2024,Reg 2,Fund Distribution,5945155039,46797529
2/29/2024,Reg 2,Payment,38469220,57805580
2/29/2024,Reg 2,Remittance & Sharia,44943082,46517978
2/29/2024,Reg 3,Bendapos & Meterai,89538208,66345741
2/29/2024,Reg 3,Fronting,1130271555,38456032
2/29/2024,Reg 3,Fund Distribution,8131009937,67998845
2/29/2024,Reg 3,Payment,39446574,46247317
2/29/2024,Reg 3,Remittance & Sharia,97841201,79930189
2/29/2024,Reg 4,Bendapos & Meterai,100178170,87176055
2/29/2024,Reg 4,Fronting,1179054451,39333980
2/29/2024,Reg 4,Fund Distribution,7509470299,63078667
2/29/2024,Reg 4,Payment,109615126,95084154
2/29/2024,Reg 4,Remittance & Sharia,22400547,23895267
2/29/2024,Reg 5,Bendapos & Meterai,196631830,128723876
2/29/2024,Reg 5,Fronting,1790541745,63020489
2/29/2024,Reg 5,Fund Distribution,14076129558,112568601
2/29/2024,Reg 5,Payment,106949665,97661036
2/29/2024,Reg 5,Remittance & Sharia,218806981,51151703
2/29/2024,Reg 6,Bendapos & Meterai,147496730,100749648
2/29/2024,Reg 6,Fronting,1945972987,68033406
2/29/2024,Reg 6,Fund Distribution,15418540310,132420054
2/29/2024,Reg 6,Payment,152244042,140934152
2/29/2024,Reg 6,Remittance & Sharia,347192977,37992573
2/29/2024,TBC,Fronting,3325000,
3/1/2024,Pospay,Bendapos & Meterai,2,0
3/1/2024,Pospay,Fronting,356520,329
3/1/2024,Pospay,Fund Distribution,0,385157413
3/1/2024,Pospay,Payment,180183823,37556
3/1/2024,Pospay,Remittance & Sharia,32862338,975
3/1/2024,Reg 1,Bendapos & Meterai,206127025,231676625
3/1/2024,Reg 1,Fronting,69656073,171948528
3/1/2024,Reg 1,Fund Distribution,,190012425
3/1/2024,Reg 1,Payment,109824084,360296602
3/1/2024,Reg 1,Remittance & Sharia,25983086,54687116
3/1/2024,Reg 2,Bendapos & Meterai,237326084,353576303
3/1/2024,Reg 2,Fronting,52139415,59535477
3/1/2024,Reg 2,Fund Distribution,,85970865
3/1/2024,Reg 2,Payment,35068722,133441693
3/1/2024,Reg 2,Remittance & Sharia,55554988,89896373
3/1/2024,Reg 3,Bendapos & Meterai,78938396,121350747
3/1/2024,Reg 3,Fronting,110555437,83053006
3/1/2024,Reg 3,Fund Distribution,,124919402
3/1/2024,Reg 3,Payment,29664924,111503780
3/1/2024,Reg 3,Remittance & Sharia,106954520,177584423
3/1/2024,Reg 4,Bendapos & Meterai,112992660,158819208
3/1/2024,Reg 4,Fronting,64934229,84969773
3/1/2024,Reg 4,Fund Distribution,,115880653
3/1/2024,Reg 4,Payment,67033493,234417487
3/1/2024,Reg 4,Remittance & Sharia,21679741,47303305
3/1/2024,Reg 5,Bendapos & Meterai,176368862,236295789
3/1/2024,Reg 5,Fronting,105253607,136126168
3/1/2024,Reg 5,Fund Distribution,,206797686
3/1/2024,Reg 5,Payment,72662524,248995820
3/1/2024,Reg 5,Remittance & Sharia,54502106,106658522
3/1/2024,Reg 6,Bendapos & Meterai,134834334,191465151
3/1/2024,Reg 6,Fronting,81196707,146944875
3/1/2024,Reg 6,Fund Distribution,,243266401
3/1/2024,Reg 6,Payment,98456699,344192721
3/1/2024,Reg 6,Remittance & Sharia,28221227,63125070
3/2/2024,Pospay,Bendapos & Meterai,0,0
3/2/2024,Pospay,Fronting,356767,
3/2/2024,Pospay,Fund Distribution,0,198870940
3/2/2024,Pospay,Payment,161797372,0
3/2/2024,Pospay,Remittance & Sharia,32968,0
3/2/2024,Reg 1,Bendapos & Meterai,109434337,156036362
3/2/2024,Reg 1,Fronting,26387044,107772332
3/2/2024,Reg 1,Fund Distribution,,119147135
3/2/2024,Reg 1,Payment,67860255,213016572
3/2/2024,Reg 1,Remittance & Sharia,21311161,38657904
3/2/2024,Reg 2,Bendapos & Meterai,170733588,238208568
3/2/2024,Reg 2,Fronting,15359371,37316331
3/2/2024,Reg 2,Fund Distribution,,53907958
3/2/2024,Reg 2,Payment,25371476,83159301
3/2/2024,Reg 2,Remittance & Sharia,39396680,60182931
3/2/2024,Reg 3,Bendapos & Meterai,47720734,81761416
3/2/2024,Reg 3,Fronting,15235186,52060097
3/2/2024,Reg 3,Fund Distribution,,78330610
3/2/2024,Reg 3,Payment,22276954,66274966
3/2/2024,Reg 3,Remittance & Sharia,89227362,103610558
3/2/2024,Reg 4,Bendapos & Meterai,85804260,107010525
3/2/2024,Reg 4,Fronting,16816153,53248633
3/2/2024,Reg 4,Fund Distribution,,72662867
3/2/2024,Reg 4,Payment,49941449,135991136
3/2/2024,Reg 4,Remittance & Sharia,19918825,30922535
3/2/2024,Reg 5,Bendapos & Meterai,106040416,159201127
3/2/2024,Reg 5,Fronting,32313702,85314397
3/2/2024,Reg 5,Fund Distribution,,129672324
3/2/2024,Reg 5,Payment,58563318,139081427
3/2/2024,Reg 5,Remittance & Sharia,41849066,66216472
3/2/2024,Reg 6,Bendapos & Meterai,69995649,128952779
3/2/2024,Reg 6,Fronting,34414584,92100662
3/2/2024,Reg 6,Fund Distribution,,152539995
3/2/2024,Reg 6,Payment,82704002,202221902
3/2/2024,Reg 6,Remittance & Sharia,25278670,49016490
3/3/2024,Pospay,Bendapos & Meterai,0,0
3/3/2024,Pospay,Fronting,356603,
3/3/2024,Pospay,Fund Distribution,0,26176367
3/3/2024,Pospay,Payment,117296278,0
3/3/2024,Pospay,Remittance & Sharia,10823,0
3/3/2024,Reg 1,Bendapos & Meterai,-24,0
3/3/2024,Reg 1,Fronting,26417234,9734869
3/3/2024,Reg 1,Fund Distribution,,10762303
3/3/2024,Reg 1,Payment,6776682,31709317
3/3/2024,Reg 1,Remittance & Sharia,4276731,6280287
3/3/2024,Reg 2,Bendapos & Meterai,0,0
3/3/2024,Reg 2,Fronting,15317694,3370714
3/3/2024,Reg 2,Fund Distribution,,4869396
3/3/2024,Reg 2,Payment,4894386,13801311
3/3/2024,Reg 2,Remittance & Sharia,11264477,9676439
3/3/2024,Reg 3,Bendapos & Meterai,-1,0
3/3/2024,Reg 3,Fronting,15215208,4702491
3/3/2024,Reg 3,Fund Distribution,,7075453
3/3/2024,Reg 3,Payment,2996160,9777864
3/3/2024,Reg 3,Remittance & Sharia,23986643,16176963
3/3/2024,Reg 4,Bendapos & Meterai,0,0
3/3/2024,Reg 4,Fronting,16802666,4809842
3/3/2024,Reg 4,Fund Distribution,,6563475
3/3/2024,Reg 4,Payment,4835087,20164257
3/3/2024,Reg 4,Remittance & Sharia,2867841,4948513
3/3/2024,Reg 5,Bendapos & Meterai,-8,0
3/3/2024,Reg 5,Fronting,32292981,7706281
3/3/2024,Reg 5,Fund Distribution,,11713029
3/3/2024,Reg 5,Payment,3546549,20264718
3/3/2024,Reg 5,Remittance & Sharia,4131483,10483973
3/3/2024,Reg 6,Bendapos & Meterai,-26,0
3/3/2024,Reg 6,Fronting,34431469,8319274
3/3/2024,Reg 6,Fund Distribution,,13778629
3/3/2024,Reg 6,Payment,7298247,30912015
3/3/2024,Reg 6,Remittance & Sharia,6811576,8095883
3/4/2024,Pospay,Bendapos & Meterai,0,0
3/4/2024,Pospay,Fronting,358623,
3/4/2024,Pospay,Fund Distribution,0,417918654
3/4/2024,Pospay,Payment,194794488,0
3/4/2024,Pospay,Remittance & Sharia,98826769,0
3/4/2024,Reg 1,Bendapos & Meterai,147189452,166784701
3/4/2024,Reg 1,Fronting,26574209,202462239
3/4/2024,Reg 1,Fund Distribution,,223831066
3/4/2024,Reg 1,Payment,220210111,525857811
3/4/2024,Reg 1,Remittance & Sharia,35966028,74818237
3/4/2024,Reg 2,Bendapos & Meterai,276470090,260092349
3/4/2024,Reg 2,Fronting,15512840,70102852
3/4/2024,Reg 2,Fund Distribution,,101272058
3/4/2024,Reg 2,Payment,105708310,211983844
3/4/2024,Reg 2,Remittance & Sharia,77741418,123579625
3/4/2024,Reg 3,Bendapos & Meterai,67027691,89730045
3/4/2024,Reg 3,Fronting,15177956,97800644
3/4/2024,Reg 3,Fund Distribution,,147152700
3/4/2024,Reg 3,Payment,75233153,166455136
3/4/2024,Reg 3,Remittance & Sharia,197118178,246825584
3/4/2024,Reg 4,Bendapos & Meterai,95874240,117769073
3/4/2024,Reg 4,Fronting,16774993,100033445
3/4/2024,Reg 4,Fund Distribution,,136505232
3/4/2024,Reg 4,Payment,137401062,344908854
3/4/2024,Reg 4,Remittance & Sharia,34449636,65155065
3/4/2024,Reg 5,Bendapos & Meterai,153901404,174273572
3/4/2024,Reg 5,Fronting,31682410,160272531
3/4/2024,Reg 5,Fund Distribution,,243603786
3/4/2024,Reg 5,Payment,149058912,358702166
3/4/2024,Reg 5,Remittance & Sharia,94813666,147630267
3/4/2024,Reg 6,Bendapos & Meterai,153555762,137775494
3/4/2024,Reg 6,Fronting,38142693,173021275
3/4/2024,Reg 6,Fund Distribution,,286563244
3/4/2024,Reg 6,Payment,225697111,502046906
3/4/2024,Reg 6,Remittance & Sharia,38508386,85742251
3/5/2024,Pospay,Bendapos & Meterai,0,0
3/5/2024,Pospay,Fronting,359162,
3/5/2024,Pospay,Fund Distribution,0,295636216
3/5/2024,Pospay,Payment,198908203,0
3/5/2024,Pospay,Remittance & Sharia,49155419,0
3/5/2024,Reg 1,Bendapos & Meterai,177991583,260524348
3/5/2024,Reg 1,Fronting,72674624,194938012
3/5/2024,Reg 1,Fund Distribution,,215512686
3/5/2024,Reg 1,Payment,195282129,425305624
3/5/2024,Reg 1,Remittance & Sharia,26823826,55477700
3/5/2024,Reg 2,Bendapos & Meterai,343621604,393037232
3/5/2024,Reg 2,Fronting,28220524,67497584
3/5/2024,Reg 2,Fund Distribution,,97508423
3/5/2024,Reg 2,Payment,109840193,172925018
3/5/2024,Reg 2,Remittance & Sharia,52042287,89453382
3/5/2024,Reg 3,Bendapos & Meterai,113140432,134512627
3/5/2024,Reg 3,Fronting,65997240,94166023
3/5/2024,Reg 3,Fund Distribution,,141683973
3/5/2024,Reg 3,Payment,83263388,134734615
3/5/2024,Reg 3,Remittance & Sharia,131482605,168800747
3/5/2024,Reg 4,Bendapos & Meterai,122981900,175770483
3/5/2024,Reg 4,Fronting,49149194,96315840
3/5/2024,Reg 4,Fund Distribution,,131432200
3/5/2024,Reg 4,Payment,131561862,281808494
3/5/2024,Reg 4,Remittance & Sharia,24623239,46682135
3/5/2024,Reg 5,Bendapos & Meterai,194792594,262294841
3/5/2024,Reg 5,Fronting,92353631,154316228
3/5/2024,Reg 5,Fund Distribution,,234550579
3/5/2024,Reg 5,Payment,147900161,298053723
3/5/2024,Reg 5,Remittance & Sharia,63719924,103481862
3/5/2024,Reg 6,Bendapos & Meterai,172561775,215355890
3/5/2024,Reg 6,Fronting,72366817,166591180
3/5/2024,Reg 6,Fund Distribution,,275913507
3/5/2024,Reg 6,Payment,208236457,407996975
3/5/2024,Reg 6,Remittance & Sharia,32345258,66373735
3/6/2024,Pospay,Bendapos & Meterai,0,0
3/6/2024,Pospay,Fronting,366576,
3/6/2024,Pospay,Fund Distribution,0,222547047
3/6/2024,Pospay,Payment,176194810,0
3/6/2024,Pospay,Remittance & Sharia,42862932,0
3/6/2024,Reg 1,Bendapos & Meterai,176959067,256804682
3/6/2024,Reg 1,Fronting,27016441,180008024
3/6/2024,Reg 1,Fund Distribution,,199006928
3/6/2024,Reg 1,Payment,190717860,367743790
3/6/2024,Reg 1,Remittance & Sharia,24050874,45221027
3/6/2024,Reg 2,Bendapos & Meterai,466663904,409280043
3/6/2024,Reg 2,Fronting,18684328,62328046
3/6/2024,Reg 2,Fund Distribution,,90040411
3/6/2024,Reg 2,Payment,100268981,149460743
3/6/2024,Reg 2,Remittance & Sharia,45952859,73015675
3/6/2024,Reg 3,Bendapos & Meterai,106864673,141918873
3/6/2024,Reg 3,Fronting,15163865,86953994
3/6/2024,Reg 3,Fund Distribution,,130832628
3/6/2024,Reg 3,Payment,62857343,116313379
3/6/2024,Reg 3,Remittance & Sharia,100373323,138278130
3/6/2024,Reg 4,Bendapos & Meterai,117177910,186781512
3/6/2024,Reg 4,Fronting,16454900,88939166
3/6/2024,Reg 4,Fund Distribution,,121366022
3/6/2024,Reg 4,Payment,124814226,244590515
3/6/2024,Reg 4,Remittance & Sharia,19059573,38130747
3/6/2024,Reg 5,Bendapos & Meterai,189771702,274939745
3/6/2024,Reg 5,Fronting,32272323,142497392
3/6/2024,Reg 5,Fund Distribution,,216586737
3/6/2024,Reg 5,Payment,140312878,261735716
3/6/2024,Reg 5,Remittance & Sharia,51162140,84678612
3/6/2024,Reg 6,Bendapos & Meterai,185357061,212041604
3/6/2024,Reg 6,Fronting,38054202,153832230
3/6/2024,Reg 6,Fund Distribution,,254781738
3/6/2024,Reg 6,Payment,177312800,353273653
3/6/2024,Reg 6,Remittance & Sharia,26849680,54029956
3/7/2024,Pospay,Bendapos & Meterai,0,0
3/7/2024,Pospay,Fronting,378363,
3/7/2024,Pospay,Fund Distribution,0,151368753
3/7/2024,Pospay,Payment,210301846,0
3/7/2024,Pospay,Remittance & Sharia,39922773,0
3/7/2024,Reg 1,Bendapos & Meterai,153008282,257558816
3/7/2024,Reg 1,Fronting,27559639,162125424
3/7/2024,Reg 1,Fund Distribution,,179236879
3/7/2024,Reg 1,Payment,175178497,290716308
3/7/2024,Reg 1,Remittance & Sharia,25224043,44019970
3/7/2024,Reg 2,Bendapos & Meterai,323734794,412601781
3/7/2024,Reg 2,Fronting,16581065,56136172
3/7/2024,Reg 2,Fund Distribution,,81095485
3/7/2024,Reg 2,Payment,98899436,117775365
3/7/2024,Reg 2,Remittance & Sharia,44083097,69814686
3/7/2024,Reg 3,Bendapos & Meterai,105645805,143240317
3/7/2024,Reg 3,Fronting,15434245,78315696
3/7/2024,Reg 3,Fund Distribution,,117835267
3/7/2024,Reg 3,Payment,60455437,92942139
3/7/2024,Reg 3,Remittance & Sharia,93203442,126084454
3/7/2024,Reg 4,Bendapos & Meterai,131900630,188641484
3/7/2024,Reg 4,Fronting,16878431,80103650
3/7/2024,Reg 4,Fund Distribution,,109309096
3/7/2024,Reg 4,Payment,119831762,195730611
3/7/2024,Reg 4,Remittance & Sharia,18280459,36135089
3/7/2024,Reg 5,Bendapos & Meterai,193812993,277336926
3/7/2024,Reg 5,Fronting,32887126,128341226
3/7/2024,Reg 5,Fund Distribution,,195070253
3/7/2024,Reg 5,Payment,133843036,211251397
3/7/2024,Reg 5,Remittance & Sharia,50730757,78461537
3/7/2024,Reg 6,Bendapos & Meterai,153019199,212641062
3/7/2024,Reg 6,Fronting,34981594,138550018
3/7/2024,Reg 6,Fund Distribution,,229470845
3/7/2024,Reg 6,Payment,180216086,278215072
3/7/2024,Reg 6,Remittance & Sharia,25389366,53679483
3/8/2024,Pospay,Bendapos & Meterai,0,0
3/8/2024,Pospay,Fronting,364941,
3/8/2024,Pospay,Fund Distribution,0,188060687
3/8/2024,Pospay,Payment,168970342,0
3/8/2024,Pospay,Remittance & Sharia,36052590,0
3/8/2024,Reg 1,Bendapos & Meterai,177830434,245727401
3/8/2024,Reg 1,Fronting,25793770,163682948
3/8/2024,Reg 1,Fund Distribution,,180958796
3/8/2024,Reg 1,Payment,169746406,342262215
3/8/2024,Reg 1,Remittance & Sharia,23700458,40036547
3/8/2024,Reg 2,Bendapos & Meterai,298439386,367133176
3/8/2024,Reg 2,Fronting,15741354,56675465
3/8/2024,Reg 2,Fund Distribution,,81874563
3/8/2024,Reg 2,Payment,89877181,138431230
3/8/2024,Reg 2,Remittance & Sharia,50579025,63535115
3/8/2024,Reg 3,Bendapos & Meterai,99713455,125344574
3/8/2024,Reg 3,Fronting,15143259,79068065
3/8/2024,Reg 3,Fund Distribution,,118967300
3/8/2024,Reg 3,Payment,52798494,107922355
3/8/2024,Reg 3,Remittance & Sharia,82660804,115165855
3/8/2024,Reg 4,Bendapos & Meterai,119492000,163571959
3/8/2024,Reg 4,Fronting,16618339,80873197
3/8/2024,Reg 4,Fund Distribution,,110359224
3/8/2024,Reg 4,Payment,114014822,227372515
3/8/2024,Reg 4,Remittance & Sharia,20306235,32926432
3/8/2024,Reg 5,Bendapos & Meterai,143998268,244711902
3/8/2024,Reg 5,Fronting,32146526,129574180
3/8/2024,Reg 5,Fund Distribution,,196944275
3/8/2024,Reg 5,Payment,110700782,245350916
3/8/2024,Reg 5,Remittance & Sharia,40000253,71882870
3/8/2024,Reg 6,Bendapos & Meterai,156555781,203163614
3/8/2024,Reg 6,Fronting,33518241,139881055
3/8/2024,Reg 6,Fund Distribution,,231675350
3/8/2024,Reg 6,Payment,168510712,328527865
3/8/2024,Reg 6,Remittance & Sharia,25321786,49213275
3/9/2024,Pospay,Bendapos & Meterai,0,0
3/9/2024,Pospay,Fronting,364747,
3/9/2024,Pospay,Fund Distribution,0,48559960
3/9/2024,Pospay,Payment,149017438,0
3/9/2024,Pospay,Remittance & Sharia,19157,0
3/9/2024,Reg 1,Bendapos & Meterai,113466398,0
3/9/2024,Reg 1,Fronting,25776312,34453479
3/9/2024,Reg 1,Fund Distribution,,38089835
3/9/2024,Reg 1,Payment,94883326,105475169
3/9/2024,Reg 1,Remittance & Sharia,18812797,29613502
3/9/2024,Reg 2,Bendapos & Meterai,176288522,0
3/9/2024,Reg 2,Fronting,15715118,11929571
3/9/2024,Reg 2,Fund Distribution,,17233704
3/9/2024,Reg 2,Payment,31498164,42593710
3/9/2024,Reg 2,Remittance & Sharia,28394569,43844511
3/9/2024,Reg 3,Bendapos & Meterai,51569256,0
3/9/2024,Reg 3,Fronting,15102929,16642972
3/9/2024,Reg 3,Fund Distribution,,25041321
3/9/2024,Reg 3,Payment,27822852,33389625
3/9/2024,Reg 3,Remittance & Sharia,56780288,64601443
3/9/2024,Reg 4,Bendapos & Meterai,77605300,0
3/9/2024,Reg 4,Fronting,16599768,17022924
3/9/2024,Reg 4,Fund Distribution,,23229402
3/9/2024,Reg 4,Payment,59907840,67856095
3/9/2024,Reg 4,Remittance & Sharia,13645394,21993800
3/9/2024,Reg 5,Bendapos & Meterai,77556776,0
3/9/2024,Reg 5,Fronting,32531429,27273953
3/9/2024,Reg 5,Fund Distribution,,41454615
3/9/2024,Reg 5,Payment,60379791,68874745
3/9/2024,Reg 5,Remittance & Sharia,31230709,44449508
3/9/2024,Reg 6,Bendapos & Meterai,76457954,0
3/9/2024,Reg 6,Fronting,33524083,29443437
3/9/2024,Reg 6,Fund Distribution,,48765133
3/9/2024,Reg 6,Payment,105753619,99146752
3/9/2024,Reg 6,Remittance & Sharia,26416428,40361834
3/10/2024,Pospay,Bendapos & Meterai,0,0
3/10/2024,Pospay,Fronting,364732,
3/10/2024,Pospay,Fund Distribution,0,18153133
3/10/2024,Pospay,Payment,123074957,0
3/10/2024,Pospay,Remittance & Sharia,20775,0
3/10/2024,Reg 1,Bendapos & Meterai,-17,0
3/10/2024,Reg 1,Fronting,63671895,8519001
3/10/2024,Reg 1,Fund Distribution,,9418128
3/10/2024,Reg 1,Payment,9337920,31822868
3/10/2024,Reg 1,Remittance & Sharia,3315827,4363496
3/10/2024,Reg 2,Bendapos & Meterai,0,0
3/10/2024,Reg 2,Fronting,29147630,2949718
3/10/2024,Reg 2,Fund Distribution,,4261224
3/10/2024,Reg 2,Payment,8617607,13650474
3/10/2024,Reg 2,Remittance & Sharia,9740233,6128404
3/10/2024,Reg 3,Bendapos & Meterai,-1,0
3/10/2024,Reg 3,Fronting,65918099,4115161
3/10/2024,Reg 3,Fund Distribution,,6191746
3/10/2024,Reg 3,Payment,2581058,9816845
3/10/2024,Reg 3,Remittance & Sharia,16882403,7358802
3/10/2024,Reg 4,Bendapos & Meterai,0,0
3/10/2024,Reg 4,Fronting,49211573,4209103
3/10/2024,Reg 4,Fund Distribution,,5743719
3/10/2024,Reg 4,Payment,6338324,20445095
3/10/2024,Reg 4,Remittance & Sharia,3952886,2993189
3/10/2024,Reg 5,Bendapos & Meterai,-9,0
3/10/2024,Reg 5,Fronting,92956773,6743782
3/10/2024,Reg 5,Fund Distribution,,10250108
3/10/2024,Reg 5,Payment,4757567,21197109
3/10/2024,Reg 5,Remittance & Sharia,4167555,5647021
3/10/2024,Reg 6,Bendapos & Meterai,-20,0
3/10/2024,Reg 6,Fronting,71159509,7280214
3/10/2024,Reg 6,Fund Distribution,,12057722
3/10/2024,Reg 6,Payment,9585305,30924086
3/10/2024,Reg 6,Remittance & Sharia,6543247,6382471
3/11/2024,Pospay,Bendapos & Meterai,0,0
3/11/2024,Pospay,Fronting,364400,
3/11/2024,Pospay,Fund Distribution,0,91792804
3/11/2024,Pospay,Payment,134618619,0
3/11/2024,Pospay,Remittance & Sharia,12397,0
3/11/2024,Reg 1,Bendapos & Meterai,-351,315581308
3/11/2024,Reg 1,Fronting,25721945,164851027
3/11/2024,Reg 1,Fund Distribution,,182250168
3/11/2024,Reg 1,Payment,24103689,201807320
3/11/2024,Reg 1,Remittance & Sharia,7610737,62003423
3/11/2024,Reg 2,Bendapos & Meterai,0,484280880
3/11/2024,Reg 2,Fronting,15653946,57079914
3/11/2024,Reg 2,Fund Distribution,,82458839
3/11/2024,Reg 2,Payment,7558913,82253485
3/11/2024,Reg 2,Remittance & Sharia,15091258,99968609
3/11/2024,Reg 3,Bendapos & Meterai,-16,166431420
3/11/2024,Reg 3,Fronting,15045500,79632316
3/11/2024,Reg 3,Fund Distribution,,119816283
3/11/2024,Reg 3,Payment,5223242,64118900
3/11/2024,Reg 3,Remittance & Sharia,36278667,188379095
3/11/2024,Reg 4,Bendapos & Meterai,0,217978576
3/11/2024,Reg 4,Fronting,16531812,81450332
3/11/2024,Reg 4,Fund Distribution,,111146778
3/11/2024,Reg 4,Payment,11311276,130112774
3/11/2024,Reg 4,Remittance & Sharia,5451758,52136722
3/11/2024,Reg 5,Bendapos & Meterai,-161,323862532
3/11/2024,Reg 5,Fronting,32289902,130498857
3/11/2024,Reg 5,Fund Distribution,,198349730
3/11/2024,Reg 5,Payment,6941851,130256067
3/11/2024,Reg 5,Remittance & Sharia,11981923,115237007
3/11/2024,Reg 6,Bendapos & Meterai,-436,260777673
3/11/2024,Reg 6,Fronting,33474981,140879282
3/11/2024,Reg 6,Fund Distribution,,233328649
3/11/2024,Reg 6,Payment,20253734,189979099
3/11/2024,Reg 6,Remittance & Sharia,18722162,73769979
3/12/2024,Pospay,Bendapos & Meterai,0,0
3/12/2024,Pospay,Fronting,362437,
3/12/2024,Pospay,Fund Distribution,0,156764353
3/12/2024,Pospay,Payment,135450464,0
3/12/2024,Pospay,Remittance & Sharia,80803417,0
3/12/2024,Reg 1,Bendapos & Meterai,91046957,261480132
3/12/2024,Reg 1,Fronting,25753803,177743696
3/12/2024,Reg 1,Fund Distribution,,196503581
3/12/2024,Reg 1,Payment,119903427,380672284
3/12/2024,Reg 1,Remittance & Sharia,31293532,40648391
3/12/2024,Reg 2,Bendapos & Meterai,98679834,395436340
3/12/2024,Reg 2,Fronting,15627777,61544023
3/12/2024,Reg 2,Fund Distribution,,88907782
3/12/2024,Reg 2,Payment,61797285,155957125
3/12/2024,Reg 2,Remittance & Sharia,57447170,64271026
3/12/2024,Reg 3,Bendapos & Meterai,40997732,135414607
3/12/2024,Reg 3,Fronting,15021468,85860200
3/12/2024,Reg 3,Fund Distribution,,129186871
3/12/2024,Reg 3,Payment,36866053,120887337
3/12/2024,Reg 3,Remittance & Sharia,116201017,115431127
3/12/2024,Reg 4,Bendapos & Meterai,59052550,177007500
3/12/2024,Reg 4,Fronting,16538867,87820396
3/12/2024,Reg 4,Fund Distribution,,119839341
3/12/2024,Reg 4,Payment,81233341,253185981
3/12/2024,Reg 4,Remittance & Sharia,28244412,33259014
3/12/2024,Reg 5,Bendapos & Meterai,63906853,263974965
3/12/2024,Reg 5,Fronting,32582936,140704916
3/12/2024,Reg 5,Fund Distribution,,213862257
3/12/2024,Reg 5,Payment,64624698,270147296
3/12/2024,Reg 5,Remittance & Sharia,66215201,72401147
3/12/2024,Reg 6,Bendapos & Meterai,68895828,216135479
3/12/2024,Reg 6,Fronting,33426633,151897173
3/12/2024,Reg 6,Fund Distribution,,251576811
3/12/2024,Reg 6,Payment,104961168,364051581
3/12/2024,Reg 6,Remittance & Sharia,45734235,50335038
3/13/2024,Pospay,Bendapos & Meterai,0,0
3/13/2024,Pospay,Fronting,358507,
3/13/2024,Pospay,Fund Distribution,0,127052775
3/13/2024,Pospay,Payment,199680687,0
3/13/2024,Pospay,Remittance & Sharia,38081869,0
3/13/2024,Reg 1,Bendapos & Meterai,156153360,238295272
3/13/2024,Reg 1,Fronting,25789363,156266104
3/13/2024,Reg 1,Fund Distribution,,172759143
3/13/2024,Reg 1,Payment,217686307,324918253
3/13/2024,Reg 1,Remittance & Sharia,26110568,35797370
3/13/2024,Reg 2,Bendapos & Meterai,189019506,359398824
3/13/2024,Reg 2,Fronting,15173384,54107371
3/13/2024,Reg 2,Fund Distribution,,78164641
3/13/2024,Reg 2,Payment,99948741,131748427
3/13/2024,Reg 2,Remittance & Sharia,41871007,56374926
3/13/2024,Reg 3,Bendapos & Meterai,73164526,122991568
3/13/2024,Reg 3,Fronting,14996849,75485314
